id_paiement,id_utilisateur,mois,type_paiement,montant_paiement,statut_paiement,jours_retard
P000484,U0022,2025-10,Facture électricité,32500,À temps,0
P000485,U0022,2025-11,Abonnement internet,55500,À temps,0
P000486,U0022,2025-11,Abonnement internet,37500,À temps,0
P000487,U0022,2025-12,Remboursement matériel,24500,Impayé,27
P000488,U0022,2026-01,Fournisseur,27000,À temps,0
P000489,U0022,2026-01,Transport,53000,À temps,0
P000490,U0022,2026-02,Remboursement matériel,11500,Impayé,53
P000491,U0022,2026-02,Abonnement internet,17500,Impayé,60
P000492,U0022,2026-02,Facture électricité,46500,En retard,9
P000493,U0022,2026-03,Fournisseur,61000,En retard,8
P000494,U0022,2026-04,Transport,30500,En retard,17
P000495,U0022,2026-04,Abonnement internet,11500,À temps,0
P000496,U0022,2026-05,Facture électricité,48000,À temps,0
P000497,U0022,2026-05,Loyer,28500,À temps,0
P000498,U0022,2026-06,Abonnement internet,57500,À temps,0
P000499,U0022,2026-06,Abonnement internet,26500,À temps,0
P000500,U0023,2025-07,Transport,31500,À temps,0
P000501,U0023,2025-07,Transport,62500,À temps,0
P000502,U0023,2025-08,Loyer,11500,À temps,0
P000503,U0023,2025-09,Facture électricité,22500,À temps,0
P000504,U0023,2025-09,Fournisseur,57000,À temps,0
P000505,U0023,2025-10,Remboursement matériel,44000,À temps,0
P000506,U0023,2025-11,Abonnement internet,51500,À temps,0
P000507,U0023,2025-11,Remboursement matériel,41500,À temps,0
P000508,U0023,2025-11,Transport,56500,À temps,0
P000509,U0023,2025-12,Remboursement matériel,16500,À temps,0
P000510,U0023,2025-12,Transport,54000,À temps,0
P000511,U0023,2026-01,Transport,16000,En retard,13
P000512,U0023,2026-01,Fournisseur,6000,En retard,14
P000513,U0023,2026-02,Transport,54000,En retard,2
P000514,U0023,2026-02,Abonnement internet,23000,À temps,0
P000515,U0023,2026-03,Abonnement internet,28000,À temps,0
P000516,U0023,2026-03,Fournisseur,34500,À temps,0
P000517,U0023,2026-04,Remboursement matériel,53000,À temps,0
P000518,U0023,2026-04,Loyer,21500,À temps,0
P000519,U0023,2026-05,Fournisseur,18000,En retard,6
P000520,U0023,2026-05,Loyer,48500,À temps,0
P000521,U0023,2026-05,Facture électricité,11000,À temps,0
P000522,U0023,2026-06,Fournisseur,44500,À temps,0
P000523,U0023,2026-06,Facture électricité,47500,À temps,0
P000524,U0023,2026-06,Remboursement matériel,17500,À temps,0
P000525,U0024,2025-07,Fournisseur,29500,En retard,12
P000526,U0024,2025-07,Fournisseur,29000,À temps,0
P000527,U0024,2025-07,Loyer,33000,À temps,0
P000528,U0024,2025-08,Transport,31000,À temps,0
P000529,U0024,2025-09,Transport,10000,À temps,0
P000530,U0024,2025-09,Transport,54000,À temps,0
P000531,U0024,2025-10,Abonnement internet,27500,En retard,6
P000532,U0024,2025-10,Remboursement matériel,61000,En retard,8
P000533,U0024,2025-11,Transport,46500,En retard,12
P000534,U0024,2025-12,Loyer,35000,À temps,0
P000535,U0024,2026-01,Facture électricité,52500,À temps,0
P000536,U0024,2026-01,Remboursement matériel,48000,À temps,0
P000537,U0024,2026-01,Loyer,57000,À temps,0
P000538,U0024,2026-02,Transport,16000,En retard,17
P000539,U0024,2026-02,Loyer,36500,En retard,2
P000540,U0024,2026-02,Transport,9000,À temps,0
P000541,U0024,2026-03,Transport,10000,À temps,0
P000542,U0024,2026-04,Abonnement internet,62000,À temps,0
P000543,U0024,2026-04,Abonnement internet,23000,À temps,0
P000544,U0024,2026-05,Abonnement internet,29500,À temps,0
P000545,U0024,2026-05,Abonnement internet,52500,À temps,0
P000546,U0024,2026-05,Transport,25500,À temps,0
P000547,U0024,2026-06,Remboursement matériel,55500,À temps,0
P000548,U0024,2026-06,Transport,18500,À temps,0
P000549,U0024,2026-06,Transport,22000,À temps,0
P000550,U0025,2025-07,Remboursement matériel,52500,Impayé,22
P000551,U0025,2025-07,Transport,30500,Impayé,51
P000552,U0025,2025-08,Loyer,35000,En retard,8
P000553,U0025,2025-08,Transport,51000,À temps,0
P000554,U0025,2025-09,Loyer,43500,Impayé,40
P000555,U0025,2025-10,Facture électricité,35000,À temps,0
P000556,U0025,2025-11,Transport,58000,Impayé,31
P000557,U0025,2025-11,Abonnement internet,62500,Impayé,30
P000558,U0025,2025-11,Facture électricité,37500,À temps,0
P000559,U0025,2025-12,Loyer,20000,À temps,0
P000560,U0025,2025-12,Transport,48000,En retard,16
P000561,U0025,2026-01,Fournisseur,51500,En retard,13
P000562,U0025,2026-02,Fournisseur,17500,À temps,0
P000563,U0025,2026-02,Abonnement internet,9500,À temps,0
P000564,U0025,2026-03,Transport,11500,Impayé,27
P000565,U0025,2026-03,Loyer,28500,Impayé,58
P000566,U0025,2026-04,Loyer,25500,Impayé,26
P000567,U0025,2026-04,Transport,11000,Impayé,40
P000568,U0025,2026-04,Fournisseur,37500,Impayé,44
P000569,U0025,2026-05,Fournisseur,15000,Impayé,37
P000570,U0025,2026-06,Loyer,26000,Impayé,35
P000571,U0025,2026-06,Fournisseur,43000,À temps,0
P000572,U0025,2026-06,Fournisseur,51500,En retard,12
P000573,U0026,2025-07,Loyer,55000,En retard,12
P000574,U0026,2025-07,Facture électricité,45000,À temps,0
P000575,U0026,2025-07,Abonnement internet,43500,À temps,0
P000576,U0026,2025-08,Transport,18000,À temps,0
P000577,U0026,2025-08,Fournisseur,55500,Impayé,31
P000578,U0026,2025-09,Loyer,22000,À temps,0
P000579,U0026,2025-09,Loyer,28000,Impayé,60
P000580,U0026,2025-10,Facture électricité,58000,Impayé,38
P000581,U0026,2025-10,Facture électricité,28000,En retard,18
P000582,U0026,2025-11,Fournisseur,47000,À temps,0
P000583,U0026,2025-11,Abonnement internet,14000,À temps,0
P000584,U0026,2025-12,Transport,51000,À temps,0
P000585,U0026,2026-01,Loyer,62500,En retard,10
P000586,U0026,2026-01,Remboursement matériel,50000,À temps,0
P000587,U0026,2026-02,Transport,55500,À temps,0
P000588,U0026,2026-02,Transport,50000,À temps,0
P000589,U0026,2026-03,Facture électricité,55000,À temps,0
P000590,U0026,2026-03,Loyer,10500,En retard,17
P000591,U0026,2026-04,Abonnement internet,8000,En retard,6
P000592,U0026,2026-05,Fournisseur,13000,Impayé,60
P000593,U0026,2026-05,Facture électricité,42000,En retard,2
P000594,U0026,2026-05,Transport,59000,Impayé,56
P000595,U0026,2026-06,Fournisseur,18500,À temps,0
P000596,U0027,2025-07,Transport,46000,Impayé,26
P000597,U0027,2025-07,Facture électricité,10500,À temps,0
P000598,U0027,2025-08,Abonnement internet,44500,Impayé,51
P000599,U0027,2025-08,Facture électricité,46000,Impayé,46
P000600,U0027,2025-09,Abonnement internet,10500,Impayé,25
P000601,U0027,2025-09,Transport,65000,À temps,0
P000602,U0027,2025-10,Facture électricité,8500,Impayé,32
P000603,U0027,2025-11,Abonnement internet,53000,Impayé,23
P000604,U0027,2025-12,Abonnement internet,53000,À temps,0
P000605,U0027,2026-01,Loyer,9000,À temps,0
P000606,U0027,2026-02,Transport,49000,À temps,0
P000607,U0027,2026-03,Remboursement matériel,25500,En retard,8
P000608,U0027,2026-03,Loyer,43500,À temps,0
P000609,U0027,2026-04,Loyer,11000,À temps,0
P000610,U0027,2026-04,Remboursement matériel,15000,À temps,0
P000611,U0027,2026-04,Loyer,6500,En retard,7
P000612,U0027,2026-05,Remboursement matériel,56500,À temps,0
P000613,U0027,2026-05,Abonnement internet,43000,Impayé,32
P000614,U0027,2026-06,Remboursement matériel,56000,Impayé,29
P000615,U0028,2025-07,Abonnement internet,31000,À temps,0
P000616,U0028,2025-07,Fournisseur,60000,En retard,11
P000617,U0028,2025-08,Facture électricité,58500,À temps,0
P000618,U0028,2025-08,Loyer,12500,En retard,10
P000619,U0028,2025-09,Transport,32000,À temps,0
P000620,U0028,2025-09,Facture électricité,18000,À temps,0
P000621,U0028,2025-10,Remboursement matériel,19000,À temps,0
P000622,U0028,2025-10,Facture électricité,65000,À temps,0
P000623,U0028,2025-10,Fournisseur,23500,À temps,0
P000624,U0028,2025-11,Transport,49000,À temps,0
P000625,U0028,2025-12,Remboursement matériel,30500,À temps,0
P000626,U0028,2025-12,Loyer,37000,À temps,0
P000627,U0028,2026-01,Facture électricité,51000,À temps,0
P000628,U0028,2026-02,Transport,29500,À temps,0
P000629,U0028,2026-03,Abonnement internet,51500,À temps,0
P000630,U0028,2026-03,Remboursement matériel,18500,En retard,2
P000631,U0028,2026-03,Transport,23000,Impayé,32
P000632,U0028,2026-04,Facture électricité,62000,À temps,0
P000633,U0028,2026-04,Remboursement matériel,41500,Impayé,51
P000634,U0028,2026-04,Loyer,52000,En retard,3
P000635,U0028,2026-05,Transport,54500,En retard,15
P000636,U0028,2026-06,Facture électricité,37500,À temps,0
P000637,U0028,2026-06,Facture électricité,50500,Impayé,35
P000638,U0028,2026-06,Remboursement matériel,25000,En retard,5
P000639,U0029,2025-07,Transport,42000,À temps,0
P000640,U0029,2025-07,Fournisseur,48000,En retard,10
P000641,U0029,2025-08,Remboursement matériel,9500,À temps,0
P000642,U0029,2025-08,Abonnement internet,62500,Impayé,42
P000643,U0029,2025-09,Facture électricité,54500,À temps,0
P000644,U0029,2025-10,Facture électricité,33500,À temps,0
P000645,U0029,2025-11,Abonnement internet,64500,À temps,0
P000646,U0029,2025-11,Loyer,28000,Impayé,32
P000647,U0029,2025-11,Abonnement internet,39000,En retard,10
P000648,U0029,2025-12,Facture électricité,7500,En retard,10
P000649,U0029,2025-12,Facture électricité,41000,À temps,0
P000650,U0029,2026-01,Abonnement internet,55000,À temps,0
P000651,U0029,2026-01,Remboursement matériel,18500,À temps,0
P000652,U0029,2026-02,Loyer,35000,À temps,0
P000653,U0029,2026-02,Loyer,19500,À temps,0
P000654,U0029,2026-03,Remboursement matériel,51500,À temps,0
P000655,U0029,2026-03,Loyer,53500,Impayé,59
P000656,U0029,2026-03,Remboursement matériel,6500,À temps,0
P000657,U0029,2026-04,Abonnement internet,64500,Impayé,50
P000658,U0029,2026-05,Loyer,15000,À temps,0
P000659,U0029,2026-05,Loyer,21000,En retard,12
P000660,U0029,2026-06,Fournisseur,63500,À temps,0
P000661,U0030,2025-07,Loyer,51500,À temps,0
P000662,U0030,2025-08,Fournisseur,57000,En retard,6
P000663,U0030,2025-08,Transport,57000,À temps,0
P000664,U0030,2025-09,Facture électricité,44000,À temps,0
P000665,U0030,2025-09,Fournisseur,41000,À temps,0
P000666,U0030,2025-09,Remboursement matériel,9500,À temps,0
P000667,U0030,2025-10,Abonnement internet,31000,À temps,0
P000668,U0030,2025-10,Facture électricité,25000,À temps,0
P000669,U0030,2025-11,Remboursement matériel,65000,Impayé,51
P000670,U0030,2025-12,Remboursement matériel,53500,À temps,0
P000671,U0030,2025-12,Fournisseur,26500,À temps,0
P000672,U0030,2026-01,Remboursement matériel,7000,À temps,0
P000673,U0030,2026-02,Facture électricité,57000,Impayé,29
P000674,U0030,2026-02,Facture électricité,5000,À temps,0
P000675,U0030,2026-03,Remboursement matériel,12000,À temps,0
P000676,U0030,2026-03,Abonnement internet,45500,Impayé,24
P000677,U0030,2026-03,Fournisseur,23500,À temps,0
P000678,U0030,2026-04,Abonnement internet,9500,À temps,0
P000679,U0030,2026-04,Abonnement internet,30500,À temps,0
P000680,U0030,2026-05,Transport,25500,Impayé,56
P000681,U0030,2026-05,Transport,17000,À temps,0
P000682,U0030,2026-06,Abonnement internet,14500,À temps,0
P000683,U0030,2026-06,Loyer,20500,À temps,0
P000684,U0031,2025-07,Fournisseur,30500,Impayé,57
P000685,U0031,2025-07,Fournisseur,45000,À temps,0
P000686,U0031,2025-08,Abonnement internet,16000,En retard,10
P000687,U0031,2025-08,Remboursement matériel,15500,Impayé,33
P000688,U0031,2025-09,Facture électricité,9000,À temps,0
P000689,U0031,2025-09,Abonnement internet,15500,À temps,0
P000690,U0031,2025-10,Facture électricité,56500,Impayé,40
P000691,U0031,2025-10,Loyer,25500,À temps,0
P000692,U0031,2025-11,Abonnement internet,15500,À temps,0
P000693,U0031,2025-11,Fournisseur,63500,En retard,4
P000694,U0031,2025-12,Loyer,54000,À temps,0
P000695,U0031,2025-12,Loyer,43000,À temps,0
P000696,U0031,2026-01,Transport,14500,À temps,0
P000697,U0031,2026-01,Abonnement internet,17500,Impayé,35
P000698,U0031,2026-02,Loyer,12000,À temps,0
P000699,U0031,2026-02,Abonnement internet,39000,À temps,0
P000700,U0031,2026-03,Loyer,20000,À temps,0
P000701,U0031,2026-03,Facture électricité,18500,À temps,0
P000702,U0031,2026-04,Facture électricité,11000,À temps,0
P000703,U0031,2026-04,Loyer,42500,À temps,0
P000704,U0031,2026-04,Remboursement matériel,50500,À temps,0
P000705,U0031,2026-05,Fournisseur,14000,À temps,0
P000706,U0031,2026-05,Transport,65000,En retard,13
P000707,U0031,2026-06,Facture électricité,62500,À temps,0
P000708,U0031,2026-06,Transport,13500,Impayé,34
P000709,U0032,2025-07,Loyer,49500,À temps,0
P000710,U0032,2025-07,Abonnement internet,7000,À temps,0
P000711,U0032,2025-08,Facture électricité,41000,Impayé,58
P000712,U0032,2025-09,Abonnement internet,38500,À temps,0
P000713,U0032,2025-10,Fournisseur,17000,À temps,0
P000714,U0032,2025-10,Facture électricité,22500,Impayé,27
P000715,U0032,2025-11,Fournisseur,36000,En retard,9
P000716,U0032,2025-11,Fournisseur,17500,En retard,8
P000717,U0032,2025-12,Remboursement matériel,24500,À temps,0
P000718,U0032,2025-12,Loyer,62500,En retard,6
P000719,U0032,2026-01,Remboursement matériel,56500,À temps,0
P000720,U0032,2026-02,Transport,19500,Impayé,26
P000721,U0032,2026-03,Facture électricité,27000,Impayé,27
P000722,U0032,2026-04,Facture électricité,40500,À temps,0
P000723,U0032,2026-04,Loyer,31000,Impayé,41
P000724,U0032,2026-05,Loyer,28500,En retard,4
P000725,U0032,2026-06,Remboursement matériel,42500,À temps,0
P000726,U0032,2026-06,Transport,60500,En retard,6
P000727,U0033,2025-07,Remboursement matériel,62000,Impayé,38
P000728,U0033,2025-07,Fournisseur,47000,En retard,16
P000729,U0033,2025-08,Abonnement internet,43000,À temps,0
P000730,U0033,2025-08,Fournisseur,21500,À temps,0
P000731,U0033,2025-09,Fournisseur,52500,À temps,0
P000732,U0033,2025-10,Transport,22500,À temps,0
P000733,U0033,2025-11,Fournisseur,25500,En retard,5
P000734,U0033,2025-11,Abonnement internet,60500,À temps,0
P000735,U0033,2025-12,Fournisseur,33500,En retard,14
P000736,U0033,2026-01,Facture électricité,8000,Impayé,44
P000737,U0033,2026-01,Fournisseur,8500,En retard,10
P000738,U0033,2026-02,Loyer,47000,À temps,0
P000739,U0033,2026-02,Facture électricité,63500,En retard,16
P000740,U0033,2026-03,Remboursement matériel,37500,En retard,13
P000741,U0033,2026-03,Remboursement matériel,13000,À temps,0
P000742,U0033,2026-04,Loyer,10000,À temps,0
P000743,U0033,2026-05,Fournisseur,40000,Impayé,26
P000744,U0033,2026-05,Transport,17500,À temps,0
P000745,U0033,2026-05,Remboursement matériel,16000,En retard,12
P000746,U0033,2026-06,Transport,26000,À temps,0
P000747,U0034,2025-07,Remboursement matériel,49500,Impayé,27
P000748,U0034,2025-07,Remboursement matériel,36500,En retard,14
P000749,U0034,2025-08,Transport,60000,À temps,0
P000750,U0034,2025-09,Remboursement matériel,49500,En retard,13
P000751,U0034,2025-10,Facture électricité,50000,À temps,0
P000752,U0034,2025-10,Fournisseur,15000,En retard,18
P000753,U0034,2025-11,Remboursement matériel,46000,À temps,0
P000754,U0034,2025-12,Transport,53000,À temps,0
P000755,U0034,2025-12,Fournisseur,33500,Impayé,58
P000756,U0034,2025-12,Transport,50500,À temps,0
P000757,U0034,2026-01,Transport,10500,À temps,0
P000758,U0034,2026-01,Remboursement matériel,46000,À temps,0
P000759,U0034,2026-02,Fournisseur,34500,À temps,0
P000760,U0034,2026-03,Abonnement internet,22500,À temps,0
P000761,U0034,2026-03,Fournisseur,31000,À temps,0
P000762,U0034,2026-04,Abonnement internet,17000,À temps,0
P000763,U0034,2026-04,Abonnement internet,52500,Impayé,50
P000764,U0034,2026-05,Abonnement internet,19000,À temps,0
P000765,U0034,2026-06,Transport,44000,À temps,0
P000766,U0034,2026-06,Fournisseur,9000,À temps,0
P000767,U0034,2026-06,Loyer,54500,À temps,0
P000768,U0035,2025-07,Fournisseur,27000,Impayé,37
P000769,U0035,2025-07,Fournisseur,46500,À temps,0
P000770,U0035,2025-08,Facture électricité,63000,À temps,0
P000771,U0035,2025-09,Transport,62500,À temps,0
P000772,U0035,2025-10,Facture électricité,23500,À temps,0
P000773,U0035,2025-11,Loyer,64000,À temps,0
P000774,U0035,2025-12,Transport,53500,À temps,0
P000775,U0035,2025-12,Transport,41500,À temps,0
P000776,U0035,2026-01,Transport,43000,Impayé,21
P000777,U0035,2026-01,Abonnement internet,17000,À temps,0
P000778,U0035,2026-01,Fournisseur,42000,Impayé,33
P000779,U0035,2026-02,Abonnement internet,41500,Impayé,37
P000780,U0035,2026-02,Remboursement matériel,13000,À temps,0
P000781,U0035,2026-03,Loyer,47000,À temps,0
P000782,U0035,2026-03,Facture électricité,57500,Impayé,22
P000783,U0035,2026-04,Loyer,53000,À temps,0
P000784,U0035,2026-05,Loyer,65000,À temps,0
P000785,U0035,2026-05,Facture électricité,45500,En retard,16
P000786,U0035,2026-06,Transport,30000,Impayé,24
P000787,U0035,2026-06,Transport,53000,En retard,8
P000788,U0035,2026-06,Transport,48500,À temps,0
P000789,U0036,2025-07,Facture électricité,33500,À temps,0
P000790,U0036,2025-07,Fournisseur,6500,À temps,0
P000791,U0036,2025-08,Transport,57000,À temps,0
P000792,U0036,2025-08,Loyer,11500,À temps,0
P000793,U0036,2025-08,Abonnement internet,55000,En retard,17
P000794,U0036,2025-09,Fournisseur,31500,À temps,0
P000795,U0036,2025-09,Remboursement matériel,21500,En retard,14
P000796,U0036,2025-10,Remboursement matériel,56500,À temps,0
P000797,U0036,2025-10,Remboursement matériel,47000,À temps,0
P000798,U0036,2025-10,Facture électricité,18000,À temps,0
P000799,U0036,2025-11,Remboursement matériel,42500,À temps,0
P000800,U0036,2025-12,Abonnement internet,48500,À temps,0
P000801,U0036,2025-12,Facture électricité,41000,En retard,10
P000802,U0036,2026-01,Facture électricité,28000,À temps,0
P000803,U0036,2026-01,Remboursement matériel,64000,À temps,0
P000804,U0036,2026-02,Abonnement internet,40500,À temps,0
P000805,U0036,2026-02,Facture électricité,38000,En retard,9
P000806,U0036,2026-03,Abonnement internet,47500,À temps,0
P000807,U0036,2026-04,Facture électricité,9500,À temps,0
