id_revenu,id_utilisateur,mois,source_revenu,montant_revenu,canal_reception,revenu_recurrent
R000440,U0038,2025-09,Salaire partiel,41118,Cash,Non
R000441,U0038,2025-10,Petit commerce,53000,Mobile money,Oui
R000442,U0038,2025-10,Salaire partiel,116000,Mobile money,Oui
R000443,U0038,2025-11,Mission ponctuelle,197855,Virement,Non
R000444,U0038,2026-03,Salaire partiel,86000,Virement,Oui
R000445,U0038,2026-04,Mission ponctuelle,38000,Cash,Non
R000446,U0038,2026-05,Salaire partiel,129000,Mobile money,Oui
R000447,U0039,2025-07,Petit commerce,56271,Mobile money,Non
R000448,U0039,2025-09,Mission ponctuelle,143572,Virement,Oui
R000449,U0039,2025-10,Mission ponctuelle,55380,Mobile money,Non
R000450,U0039,2026-01,Mission ponctuelle,130553,Mobile money,Oui
R000451,U0039,2026-01,Salaire partiel,51683,Mobile money,Non
R000452,U0039,2026-02,Mission ponctuelle,48279,Virement,Oui
R000453,U0039,2026-03,Petit commerce,73911,Mobile money,Non
R000454,U0039,2026-06,Salaire partiel,154400,Cash,Non
R000455,U0040,2025-07,Petit commerce,73000,Cash,Non
R000456,U0040,2025-07,Salaire partiel,120000,Cash,Oui
R000457,U0040,2025-08,Salaire partiel,166000,Virement,Oui
R000458,U0040,2025-08,Mission ponctuelle,87094,Mobile money,Oui
R000459,U0040,2025-09,Petit commerce,216142,Mobile money,Non
R000460,U0040,2025-09,Mission ponctuelle,53000,Mobile money,Non
R000461,U0040,2025-09,Mission ponctuelle,144000,Mobile money,Oui
R000462,U0040,2025-12,Salaire partiel,39109,Cash,Oui
R000463,U0040,2025-12,Salaire partiel,71000,Mobile money,Non
R000464,U0040,2026-01,Petit commerce,85000,Mobile money,Non
R000465,U0040,2026-02,Mission ponctuelle,140000,Mobile money,Oui
R000466,U0040,2026-03,Salaire partiel,97000,Cash,Oui
R000467,U0040,2026-03,Mission ponctuelle,113000,Cash,Non
R000468,U0040,2026-03,Petit commerce,131000,Mobile money,Oui
R000469,U0040,2026-04,Mission ponctuelle,131939,Mobile money,Non
R000470,U0040,2026-04,Mission ponctuelle,107000,Mobile money,Non
R000471,U0040,2026-04,Petit commerce,110902,Mobile money,Non
R000472,U0040,2026-05,Salaire partiel,148607,Mobile money,Oui
R000473,U0040,2026-05,Petit commerce,91246,Mobile money,Oui
R000474,U0040,2026-06,Salaire partiel,98135,Cash,Oui
R000475,U0041,2025-07,Salaire partiel,50391,Mobile money,Non
R000476,U0041,2025-08,Salaire partiel,96227,Virement,Oui
R000477,U0041,2025-09,Petit commerce,83892,Mobile money,Oui
R000478,U0041,2025-09,Mission ponctuelle,128038,Virement,Non
R000479,U0041,2025-09,Mission ponctuelle,69000,Cash,Oui
R000480,U0041,2025-10,Salaire partiel,54224,Virement,Non
R000481,U0041,2025-10,Salaire partiel,104083,Cash,Oui
R000482,U0041,2025-11,Salaire partiel,149165,Virement,Non
R000483,U0041,2025-11,Mission ponctuelle,108163,Virement,Non
R000484,U0041,2025-11,Salaire partiel,74510,Cash,Oui
R000485,U0041,2025-12,Salaire partiel,82707,Mobile money,Oui
R000486,U0041,2026-01,Petit commerce,109256,Cash,Non
R000487,U0041,2026-01,Salaire partiel,50619,Virement,Non
R000488,U0041,2026-01,Petit commerce,40181,Cash,Oui
R000489,U0041,2026-02,Mission ponctuelle,147712,Virement,Non
R000490,U0041,2026-03,Mission ponctuelle,42289,Mobile money,Non
R000491,U0041,2026-03,Petit commerce,160647,Cash,Non
R000492,U0041,2026-04,Mission ponctuelle,68576,Mobile money,Non
R000493,U0041,2026-04,Salaire partiel,36648,Mobile money,Non
R000494,U0041,2026-05,Petit commerce,137187,Mobile money,Oui
R000495,U0041,2026-05,Salaire partiel,140882,Cash,Oui
R000496,U0041,2026-05,Mission ponctuelle,78137,Virement,Oui
R000497,U0041,2026-06,Mission ponctuelle,41957,Virement,Oui
R000498,U0041,2026-06,Mission ponctuelle,84965,Mobile money,Oui
R000499,U0042,2025-08,Mission ponctuelle,92208,Mobile money,Non
R000500,U0042,2025-08,Petit commerce,110000,Mobile money,Oui
R000501,U0042,2025-10,Mission ponctuelle,125905,Cash,Non
R000502,U0042,2025-10,Petit commerce,171716,Cash,Oui
R000503,U0042,2025-11,Petit commerce,166668,Mobile money,Oui
R000504,U0042,2025-11,Salaire partiel,134000,Virement,Oui
R000505,U0042,2025-12,Petit commerce,151000,Mobile money,Non
R000506,U0042,2025-12,Mission ponctuelle,49000,Mobile money,Oui
R000507,U0042,2026-03,Salaire partiel,139007,Mobile money,Non
R000508,U0042,2026-03,Salaire partiel,116000,Mobile money,Non
R000509,U0042,2026-04,Petit commerce,41000,Virement,Oui
R000510,U0042,2026-06,Petit commerce,103000,Mobile money,Oui
R000511,U0043,2025-07,Service client,101000,Cash,Non
R000512,U0043,2025-08,Maintenance,176356,Cash,Oui
R000513,U0043,2025-09,Service client,119445,Cash,Non
R000514,U0043,2025-09,Prestation,98208,Cash,Oui
R000515,U0043,2025-10,Prestation,221715,Mobile money,Oui
R000516,U0043,2025-11,Service client,158715,Mobile money,Oui
R000517,U0043,2025-12,Prestation,40000,Cash,Oui
R000518,U0043,2025-12,Maintenance,174701,Mobile money,Non
R000519,U0043,2025-12,Prestation,142224,Cash,Non
R000520,U0043,2026-02,Maintenance,104487,Mobile money,Non
R000521,U0043,2026-03,Prestation,234044,Mobile money,Oui
R000522,U0043,2026-04,Maintenance,231000,Mobile money,Non
R000523,U0043,2026-04,Prestation,120000,Virement,Oui
R000524,U0043,2026-04,Maintenance,97000,Mobile money,Non
R000525,U0044,2025-07,Vente boutique,208000,Cash,Non
R000526,U0044,2025-08,Vente boutique,175264,Cash,Non
R000527,U0044,2025-09,Commande client,88364,Mobile money,Non
R000528,U0044,2025-09,Commande client,156673,Mobile money,Oui
R000529,U0044,2025-10,Service local,81937,Cash,Oui
R000530,U0044,2025-11,Vente boutique,236071,Virement,Non
R000531,U0044,2025-11,Vente boutique,135000,Mobile money,Oui
R000532,U0044,2025-12,Vente boutique,54604,Cash,Non
R000533,U0044,2026-01,Service local,61259,Virement,Oui
R000534,U0044,2026-04,Service local,134440,Mobile money,Oui
R000535,U0044,2026-06,Vente boutique,171561,Virement,Non
R000536,U0044,2026-06,Vente boutique,110034,Mobile money,Oui
R000537,U0045,2025-07,Mission ponctuelle,72843,Virement,Non
R000538,U0045,2025-07,Mission ponctuelle,217283,Cash,Oui
R000539,U0045,2025-08,Salaire partiel,189920,Virement,Oui
R000540,U0045,2025-08,Mission ponctuelle,146637,Virement,Non
R000541,U0045,2025-08,Petit commerce,169051,Mobile money,Oui
R000542,U0045,2025-09,Salaire partiel,35854,Mobile money,Oui
R000543,U0045,2025-09,Salaire partiel,103568,Mobile money,Oui
R000544,U0045,2025-10,Mission ponctuelle,140730,Mobile money,Oui
R000545,U0045,2025-10,Mission ponctuelle,47000,Cash,Non
R000546,U0045,2025-10,Mission ponctuelle,107654,Mobile money,Non
R000547,U0045,2025-11,Mission ponctuelle,37000,Cash,Non
R000548,U0045,2025-11,Salaire partiel,97058,Mobile money,Non
R000549,U0045,2025-11,Salaire partiel,90497,Cash,Non
R000550,U0045,2025-12,Petit commerce,144110,Virement,Oui
R000551,U0045,2025-12,Salaire partiel,96000,Virement,Non
R000552,U0045,2025-12,Petit commerce,87560,Mobile money,Non
R000553,U0045,2026-01,Mission ponctuelle,75000,Mobile money,Non
R000554,U0045,2026-01,Salaire partiel,180639,Mobile money,Oui
R000555,U0045,2026-02,Salaire partiel,76447,Mobile money,Oui
R000556,U0045,2026-04,Mission ponctuelle,76459,Mobile money,Non
R000557,U0045,2026-05,Salaire partiel,127352,Virement,Non
R000558,U0046,2025-08,Marketplace,43003,Mobile money,Non
R000559,U0046,2025-09,Commande WhatsApp,241278,Mobile money,Non
R000560,U0046,2025-09,Vente en ligne,62000,Cash,Oui
R000561,U0046,2025-10,Marketplace,99000,Mobile money,Non
R000562,U0046,2025-11,Vente en ligne,140000,Mobile money,Oui
R000563,U0046,2025-11,Vente en ligne,65651,Mobile money,Non
R000564,U0046,2026-01,Vente en ligne,30885,Cash,Oui
R000565,U0046,2026-02,Vente en ligne,166000,Mobile money,Oui
R000566,U0046,2026-03,Marketplace,195000,Cash,Non
R000567,U0046,2026-03,Commande WhatsApp,208000,Virement,Oui
R000568,U0046,2026-05,Marketplace,84899,Mobile money,Oui
R000569,U0046,2026-05,Commande WhatsApp,88000,Cash,Non
R000570,U0046,2026-06,Marketplace,79114,Cash,Oui
R000571,U0047,2025-08,Course directe,91092,Mobile money,Oui
R000572,U0047,2025-10,Course directe,48513,Mobile money,Oui
R000573,U0047,2025-10,Bonus plateforme,92428,Cash,Non
R000574,U0047,2025-11,Livraisons,90978,Mobile money,Oui
R000575,U0047,2025-12,Livraisons,40000,Mobile money,Non
R000576,U0047,2025-12,Livraisons,21363,Virement,Non
R000577,U0047,2026-02,Bonus plateforme,65535,Cash,Oui
R000578,U0047,2026-04,Livraisons,85962,Virement,Oui
R000579,U0047,2026-04,Livraisons,79788,Cash,Non
R000580,U0047,2026-05,Bonus plateforme,64170,Mobile money,Non
R000581,U0047,2026-05,Livraisons,109330,Mobile money,Non
R000582,U0047,2026-06,Bonus plateforme,70792,Virement,Oui
R000583,U0048,2025-07,Contrat ponctuel,71450,Mobile money,Non
R000584,U0048,2025-08,Mission freelance,220597,Cash,Non
R000585,U0048,2025-09,Mission freelance,77726,Cash,Non
R000586,U0048,2025-09,Mission freelance,184093,Mobile money,Oui
R000587,U0048,2025-10,Contrat ponctuel,162288,Virement,Non
R000588,U0048,2025-10,Contrat ponctuel,147352,Cash,Non
R000589,U0048,2025-11,Contrat ponctuel,213924,Mobile money,Non
R000590,U0048,2025-11,Prestation digitale,71903,Cash,Non
R000591,U0048,2025-11,Prestation digitale,109611,Mobile money,Oui
R000592,U0048,2025-12,Mission freelance,216887,Cash,Oui
R000593,U0048,2025-12,Contrat ponctuel,46210,Mobile money,Non
R000594,U0048,2026-01,Prestation digitale,94637,Mobile money,Non
R000595,U0048,2026-02,Mission freelance,178810,Mobile money,Oui
R000596,U0048,2026-02,Contrat ponctuel,278250,Virement,Non
R000597,U0048,2026-03,Mission freelance,141000,Mobile money,Oui
R000598,U0048,2026-04,Mission freelance,155000,Cash,Non
R000599,U0048,2026-04,Prestation digitale,92454,Mobile money,Non
R000600,U0048,2026-05,Prestation digitale,112646,Mobile money,Non
R000601,U0048,2026-05,Mission freelance,225679,Mobile money,Non
R000602,U0048,2026-06,Mission freelance,90692,Cash,Non
R000603,U0048,2026-06,Prestation digitale,212976,Mobile money,Non
R000604,U0049,2026-01,Mission ponctuelle,110663,Mobile money,Non
R000605,U0049,2026-02,Mission ponctuelle,102000,Mobile money,Oui
R000606,U0049,2026-02,Salaire partiel,97000,Mobile money,Non
R000607,U0049,2026-04,Salaire partiel,101433,Mobile money,Non
R000608,U0049,2026-04,Mission ponctuelle,125000,Cash,Non
R000609,U0050,2025-07,Commande client,54000,Mobile money,Oui
R000610,U0050,2025-07,Service local,310000,Cash,Oui
R000611,U0050,2025-08,Service local,147000,Virement,Non
R000612,U0050,2025-09,Vente boutique,270521,Cash,Oui
R000613,U0050,2026-02,Commande client,254000,Cash,Oui
R000614,U0051,2025-07,Course directe,75237,Cash,Oui
R000615,U0051,2025-08,Bonus plateforme,74240,Mobile money,Non
R000616,U0051,2025-10,Bonus plateforme,136000,Mobile money,Non
R000617,U0051,2025-11,Livraisons,131360,Virement,Oui
R000618,U0051,2026-01,Livraisons,158759,Virement,Oui
R000619,U0051,2026-03,Bonus plateforme,175715,Mobile money,Oui
R000620,U0051,2026-04,Course directe,72988,Cash,Non
R000621,U0051,2026-06,Livraisons,143200,Virement,Oui
R000622,U0052,2025-07,Service local,61000,Cash,Non
R000623,U0052,2025-07,Commande client,50000,Virement,Non
R000624,U0052,2025-08,Vente boutique,312000,Mobile money,Non
R000625,U0052,2025-09,Service local,227000,Mobile money,Non
R000626,U0052,2025-09,Vente boutique,99056,Mobile money,Oui
R000627,U0052,2025-10,Service local,65957,Mobile money,Non
R000628,U0052,2025-10,Commande client,113000,Cash,Oui
R000629,U0052,2025-12,Service local,154772,Mobile money,Oui
R000630,U0052,2025-12,Service local,330000,Mobile money,Oui
R000631,U0052,2026-02,Service local,313000,Mobile money,Oui
R000632,U0052,2026-03,Vente boutique,201000,Cash,Oui
R000633,U0052,2026-03,Commande client,150478,Cash,Non
R000634,U0052,2026-04,Commande client,132000,Mobile money,Oui
R000635,U0052,2026-04,Service local,84000,Mobile money,Non
R000636,U0052,2026-06,Service local,71795,Mobile money,Oui
R000637,U0053,2025-07,Mission ponctuelle,132886,Mobile money,Non
R000638,U0053,2025-08,Mission ponctuelle,48902,Mobile money,Non
R000639,U0053,2025-08,Salaire partiel,89847,Mobile money,Non
R000640,U0053,2025-09,Petit commerce,41414,Mobile money,Oui
R000641,U0053,2025-09,Salaire partiel,58000,Mobile money,Non
R000642,U0053,2025-10,Petit commerce,48992,Mobile money,Non
R000643,U0053,2025-11,Salaire partiel,60360,Cash,Oui
R000644,U0053,2025-11,Petit commerce,180000,Cash,Non
R000645,U0053,2026-01,Petit commerce,45000,Mobile money,Non
R000646,U0053,2026-01,Petit commerce,114000,Virement,Oui
R000647,U0053,2026-02,Petit commerce,59695,Mobile money,Non
R000648,U0053,2026-03,Mission ponctuelle,134000,Cash,Non
R000649,U0053,2026-06,Salaire partiel,57432,Mobile money,Oui
R000650,U0053,2026-06,Petit commerce,34744,Cash,Oui
R000651,U0054,2025-07,Commande WhatsApp,168550,Mobile money,Non
R000652,U0054,2025-07,Commande WhatsApp,54000,Mobile money,Non
R000653,U0054,2025-07,Commande WhatsApp,189468,Cash,Non
R000654,U0054,2025-08,Commande WhatsApp,204000,Mobile money,Oui
R000655,U0054,2025-10,Vente en ligne,177000,Mobile money,Non
R000656,U0054,2025-12,Commande WhatsApp,191978,Mobile money,Oui
R000657,U0054,2026-01,Marketplace,162854,Cash,Oui
R000658,U0054,2026-02,Marketplace,136717,Cash,Non
R000659,U0054,2026-04,Commande WhatsApp,117947,Mobile money,Non
R000660,U0054,2026-05,Marketplace,106180,Mobile money,Oui
R000661,U0054,2026-06,Marketplace,72218,Mobile money,Oui
R000662,U0054,2026-06,Vente en ligne,200178,Cash,Non
R000663,U0055,2025-07,Prestation digitale,145466,Mobile money,Oui
R000664,U0055,2025-08,Contrat ponctuel,215737,Cash,Non
R000665,U0055,2025-10,Prestation digitale,187546,Cash,Oui
R000666,U0055,2025-11,Mission freelance,97000,Mobile money,Non
R000667,U0055,2025-11,Contrat ponctuel,141000,Mobile money,Non
R000668,U0055,2025-11,Contrat ponctuel,246215,Mobile money,Oui
R000669,U0055,2026-01,Prestation digitale,185393,Mobile money,Non
R000670,U0055,2026-02,Prestation digitale,102000,Cash,Non
R000671,U0055,2026-03,Contrat ponctuel,274657,Mobile money,Oui
R000672,U0055,2026-03,Mission freelance,231091,Cash,Non
R000673,U0055,2026-04,Contrat ponctuel,137016,Cash,Non
R000674,U0055,2026-05,Prestation digitale,250000,Mobile money,Non
R000675,U0055,2026-05,Mission freelance,295401,Mobile money,Non
R000676,U0056,2025-07,Petit commerce,63000,Cash,Oui
R000677,U0056,2025-08,Mission ponctuelle,135801,Virement,Non
R000678,U0056,2025-09,Petit commerce,125014,Mobile money,Oui
R000679,U0056,2025-10,Mission ponctuelle,145137,Cash,Non
R000680,U0056,2025-10,Petit commerce,82244,Mobile money,Oui
R000681,U0056,2025-12,Petit commerce,165911,Mobile money,Non
R000682,U0056,2025-12,Mission ponctuelle,158000,Mobile money,Non
R000683,U0056,2025-12,Petit commerce,143827,Cash,Oui
R000684,U0056,2026-01,Salaire partiel,119230,Mobile money,Oui
R000685,U0056,2026-02,Petit commerce,119066,Cash,Oui
R000686,U0056,2026-02,Petit commerce,64170,Mobile money,Oui
R000687,U0056,2026-03,Mission ponctuelle,53023,Mobile money,Oui
R000688,U0057,2025-07,Service client,60000,Virement,Oui
R000689,U0057,2025-07,Prestation,176000,Mobile money,Oui
R000690,U0057,2025-07,Prestation,216238,Mobile money,Oui
R000691,U0057,2026-04,Service client,52000,Mobile money,Non
R000692,U0057,2026-05,Maintenance,89531,Mobile money,Non
R000693,U0057,2026-05,Maintenance,109000,Mobile money,Non
R000694,U0057,2026-05,Maintenance,139555,Virement,Non
R000695,U0058,2025-11,Marketplace,41000,Mobile money,Oui
R000696,U0058,2025-12,Marketplace,215000,Mobile money,Non
R000697,U0058,2025-12,Commande WhatsApp,71000,Mobile money,Non
R000698,U0058,2026-01,Marketplace,116000,Mobile money,Oui
R000699,U0058,2026-06,Marketplace,120240,Mobile money,Oui
R000700,U0058,2026-06,Marketplace,250714,Mobile money,Non
R000701,U0059,2025-07,Service client,201774,Cash,Oui
R000702,U0059,2025-08,Service client,196475,Mobile money,Oui
R000703,U0059,2025-09,Service client,154736,Mobile money,Oui
R000704,U0059,2025-11,Prestation,169111,Cash,Oui
R000705,U0059,2025-12,Service client,91000,Cash,Oui
R000706,U0059,2025-12,Prestation,160000,Mobile money,Non
R000707,U0059,2025-12,Service client,155000,Mobile money,Oui
R000708,U0059,2026-02,Service client,73023,Mobile money,Oui
R000709,U0059,2026-02,Prestation,109233,Cash,Oui
R000710,U0059,2026-04,Service client,233000,Mobile money,Oui
R000711,U0059,2026-04,Prestation,184190,Mobile money,Oui
R000712,U0059,2026-05,Service client,180138,Mobile money,Oui
R000713,U0059,2026-06,Maintenance,70000,Mobile money,Oui
R000714,U0059,2026-06,Maintenance,162000,Mobile money,Oui
R000715,U0060,2025-07,Prestation digitale,164000,Virement,Oui
R000716,U0060,2025-08,Prestation digitale,172682,Cash,Non
R000717,U0060,2025-09,Mission freelance,258000,Mobile money,Non
R000718,U0060,2025-09,Contrat ponctuel,144000,Mobile money,Non
R000719,U0060,2025-11,Prestation digitale,206864,Virement,Non
R000720,U0060,2026-01,Mission freelance,148768,Cash,Non
R000721,U0060,2026-01,Contrat ponctuel,60000,Mobile money,Non
R000722,U0060,2026-03,Contrat ponctuel,189000,Cash,Oui
R000723,U0060,2026-03,Contrat ponctuel,84000,Mobile money,Non
R000724,U0060,2026-06,Contrat ponctuel,229308,Cash,Oui
R000725,U0061,2025-08,Petit commerce,115000,Mobile money,Non
R000726,U0061,2025-09,Mission ponctuelle,98741,Mobile money,Non
R000727,U0061,2025-09,Mission ponctuelle,46000,Virement,Non
R000728,U0061,2025-09,Salaire partiel,100000,Mobile money,Oui
R000729,U0061,2025-10,Mission ponctuelle,103490,Cash,Non
R000730,U0061,2025-11,Petit commerce,77633,Mobile money,Non
R000731,U0061,2025-12,Petit commerce,39000,Cash,Oui
R000732,U0061,2026-01,Salaire partiel,129067,Mobile money,Non
R000733,U0061,2026-01,Mission ponctuelle,102092,Mobile money,Non
R000734,U0061,2026-01,Petit commerce,161000,Mobile money,Non
R000735,U0061,2026-02,Mission ponctuelle,30110,Cash,Oui
R000736,U0061,2026-05,Petit commerce,146751,Cash,Oui
R000737,U0061,2026-06,Mission ponctuelle,36723,Cash,Oui
R000738,U0062,2025-07,Maintenance,146362,Cash,Oui
R000739,U0062,2025-07,Prestation,175334,Cash,Oui
R000740,U0062,2025-08,Service client,98244,Mobile money,Oui
R000741,U0062,2025-09,Prestation,184153,Cash,Oui
R000742,U0062,2025-09,Service client,64000,Mobile money,Oui
R000743,U0062,2025-10,Maintenance,188934,Cash,Oui
R000744,U0062,2025-11,Maintenance,136454,Virement,Oui
R000745,U0062,2025-11,Maintenance,129315,Mobile money,Non
R000746,U0062,2025-11,Maintenance,194474,Virement,Oui
R000747,U0062,2025-12,Maintenance,95577,Mobile money,Non
R000748,U0062,2026-01,Service client,216752,Virement,Oui
R000749,U0062,2026-02,Prestation,126000,Mobile money,Oui
R000750,U0062,2026-03,Prestation,60303,Mobile money,Non
R000751,U0062,2026-04,Maintenance,207460,Virement,Oui
R000752,U0062,2026-05,Service client,98263,Mobile money,Non
R000753,U0062,2026-05,Maintenance,83000,Cash,Non
R000754,U0062,2026-05,Service client,232923,Cash,Non
R000755,U0062,2026-06,Prestation,109873,Cash,Oui
R000756,U0063,2025-07,Vente boutique,140000,Virement,Non
R000757,U0063,2025-07,Commande client,286185,Mobile money,Non
R000758,U0063,2025-07,Service local,235000,Mobile money,Oui
R000759,U0063,2025-08,Service local,76300,Cash,Oui
R000760,U0063,2025-11,Service local,284577,Mobile money,Oui
