id_score,id_utilisateur,mois,score_revenu,score_paiement,score_activite,score_recommandation,score_transaction,score_anciennete,score_completude,score_global,classe_risque,recommandation_decisionnelle,plafond_microcredit_simule
S000199,U0017,2026-01,37.8,10.5,0,35.0,30.0,50.0,100,29.5,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000200,U0017,2026-02,37.8,7.7,0,35.0,41.0,50.0,100,30.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000201,U0017,2026-03,47.9,17.2,19.2,49.2,57.0,50.0,100,41.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000202,U0017,2026-04,47.9,17.0,19.2,49.2,58.0,50.0,100,41.9,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000203,U0017,2026-05,46.6,23.9,19.2,48.3,54.0,50.0,100,42.3,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000204,U0017,2026-06,42.7,26.0,15.0,48.3,53.0,50.0,100,40.9,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000205,U0018,2025-07,85.0,100,100,72.5,62.0,69.4,75,83.5,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,79088
S000206,U0018,2025-08,50.0,44.6,92.5,72.5,33.0,69.4,75,58.2,C,Profil moyen : à accompagner avant décision.,15000
S000207,U0018,2025-09,38.3,48.5,88.3,72.5,23.0,69.4,75,53.9,C,Profil moyen : à accompagner avant décision.,15000
S000208,U0018,2025-10,54.2,35.2,92.5,70.4,41.0,69.4,75,58.4,C,Profil moyen : à accompagner avant décision.,15000
S000209,U0018,2025-11,61.4,33.5,95.0,76.9,50.0,69.4,75,62.2,C,Profil moyen : à accompagner avant décision.,15000
S000210,U0018,2025-12,65.2,40.1,76.7,68.0,59.0,69.4,75,62.2,C,Profil moyen : à accompagner avant décision.,15000
S000211,U0018,2026-01,51.5,37.2,65.0,66.2,48.0,69.4,75,54.6,C,Profil moyen : à accompagner avant décision.,15000
S000212,U0018,2026-02,51.5,35.9,65.0,66.2,47.0,69.4,75,54.2,C,Profil moyen : à accompagner avant décision.,15000
S000213,U0018,2026-03,64.3,26.5,63.7,63.2,61.0,69.4,75,57.1,C,Profil moyen : à accompagner avant décision.,15000
S000214,U0018,2026-04,62.3,32.3,60.0,65.6,56.0,69.4,75,56.7,C,Profil moyen : à accompagner avant décision.,15000
S000215,U0018,2026-05,70.2,39.8,63.7,66.2,57.0,69.4,75,60.9,C,Profil moyen : à accompagner avant décision.,15000
S000216,U0018,2026-06,57.5,29.6,76.8,75.7,54.0,69.4,75,58.2,C,Profil moyen : à accompagner avant décision.,15000
S000217,U0019,2025-07,85.0,100,50.0,53.8,67.0,5.6,75,68.5,B,Profil fiable : éligible avec vérification complémentaire.,37500
S000218,U0019,2025-08,50.0,71.8,37.5,53.8,38.0,5.6,75,47.9,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000219,U0019,2025-09,62.5,81.2,52.7,61.0,53.0,5.6,75,58.1,C,Profil moyen : à accompagner avant décision.,22713
S000220,U0019,2025-10,70.0,75.8,62.1,62.5,63.0,5.6,75,62.0,C,Profil moyen : à accompagner avant décision.,31835
S000221,U0019,2025-11,73.2,78.3,58.8,60.9,69.0,5.6,75,63.5,C,Profil moyen : à accompagner avant décision.,31011
S000222,U0019,2025-12,63.8,67.2,55.4,60.9,61.0,5.6,75,57.3,C,Profil moyen : à accompagner avant décision.,25842
S000223,U0019,2026-01,56.3,64.5,65.0,68.1,45.0,5.6,75,54.6,C,Profil moyen : à accompagner avant décision.,22842
S000224,U0019,2026-02,56.3,71.5,65.0,68.1,44.0,5.6,75,55.9,C,Profil moyen : à accompagner avant décision.,22842
S000225,U0019,2026-03,42.5,63.6,51.7,60.8,41.0,5.6,75,47.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000226,U0019,2026-04,26.7,67.1,29.2,56.2,27.0,5.6,75,38.4,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000227,U0019,2026-05,26.7,61.1,0,17.5,27.0,5.6,75,29.0,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000228,U0019,2026-06,26.7,58.5,0,17.5,28.0,5.6,75,28.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000229,U0020,2025-07,85.0,100,0,25.0,67.0,41.7,100,63.0,C,Profil moyen : à accompagner avant décision.,42000
S000230,U0020,2025-08,50.0,100,0,25.0,37.0,41.7,100,49.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000231,U0020,2025-09,38.3,100,0,25.0,28.0,41.7,100,45.4,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000232,U0020,2025-10,54.1,100,37.5,41.2,41.0,41.7,100,58.6,C,Profil moyen : à accompagner avant décision.,15390
S000233,U0020,2025-11,61.7,100,58.3,45.0,51.0,41.7,100,65.5,B,Profil fiable : éligible avec vérification complémentaire.,35500
S000234,U0020,2025-12,67.3,100,52.7,50.0,63.0,41.7,100,68.3,B,Profil fiable : éligible avec vérification complémentaire.,38250
S000235,U0020,2026-01,62.0,79.2,65.0,56.2,46.0,41.7,100,62.8,C,Profil moyen : à accompagner avant décision.,15000
S000236,U0020,2026-02,62.0,79.2,65.0,56.2,47.0,41.7,100,62.9,C,Profil moyen : à accompagner avant décision.,15000
S000237,U0020,2026-03,62.0,81.1,65.0,56.2,58.0,41.7,100,64.9,C,Profil moyen : à accompagner avant décision.,15000
S000238,U0020,2026-04,52.5,69.8,51.7,55.8,46.0,41.7,100,56.5,C,Profil moyen : à accompagner avant décision.,15000
S000239,U0020,2026-05,26.7,72.6,29.2,57.5,32.0,41.7,100,45.3,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000240,U0020,2026-06,0,65.3,0.0,50.0,15.0,41.7,100,29.5,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000241,U0021,2025-07,85.0,59.9,100,70.0,62.0,100,75,78.3,B,Profil fiable : éligible avec vérification complémentaire.,43827
S000242,U0021,2025-08,91.9,69.9,89.0,75.5,70.0,100,75,82.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,83928
S000243,U0021,2025-09,68.6,44.1,80.7,75.5,51.0,100,75,67.0,B,Profil fiable : éligible avec vérification complémentaire.,39966
S000244,U0021,2025-10,75.2,32.5,55.9,61.1,58.0,100,75,62.2,C,Profil moyen : à accompagner avant décision.,20454
S000245,U0021,2025-11,64.7,24.8,52.1,61.1,49.0,100,75,56.1,C,Profil moyen : à accompagner avant décision.,16363
S000246,U0021,2025-12,70.0,27.7,54.4,64.7,59.0,100,75,60.3,C,Profil moyen : à accompagner avant décision.,19213
S000247,U0021,2026-01,71.4,14.1,58.7,64.5,60.0,100,75,58.7,C,Profil moyen : à accompagner avant décision.,19907
S000248,U0021,2026-02,70.6,25.5,58.7,63.2,59.0,100,75,60.5,C,Profil moyen : à accompagner avant décision.,17000
S000249,U0021,2026-03,82.7,39.9,66.3,64.3,74.0,100,75,69.9,B,Profil fiable : éligible avec vérification complémentaire.,45790
S000250,U0021,2026-04,80.6,46.6,84.8,70.2,76.0,100,75,74.4,B,Profil fiable : éligible avec vérification complémentaire.,43059
S000251,U0021,2026-05,87.7,60.5,91.7,71.5,89.0,100,75,82.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,63516
S000252,U0021,2026-06,76.1,70.2,92.8,70.2,73.0,100,75,78.7,B,Profil fiable : éligible avec vérification complémentaire.,33749
S000253,U0022,2025-07,85.0,55.7,60.0,50.0,1.0,47.2,75,55.0,C,Profil moyen : à accompagner avant décision.,22235
S000254,U0022,2025-08,91.1,50.9,65.0,80.0,33.0,47.2,75,64.1,C,Profil moyen : à accompagner avant décision.,31637
S000255,U0022,2025-09,67.8,67.3,56.7,80.0,23.0,47.2,75,58.8,C,Profil moyen : à accompagner avant décision.,21091
S000256,U0022,2025-10,66.2,71.9,23.8,57.5,38.0,47.2,75,54.4,C,Profil moyen : à accompagner avant décision.,18102
S000257,U0022,2025-11,72.0,78.2,31.7,55.8,48.0,47.2,75,59.6,C,Profil moyen : à accompagner avant décision.,19409
S000258,U0022,2025-12,69.2,70.2,32.5,55.8,43.0,47.2,75,56.7,C,Profil moyen : à accompagner avant décision.,16886
S000259,U0022,2026-01,67.5,79.1,32.5,55.8,42.0,47.2,75,57.9,C,Profil moyen : à accompagner avant décision.,15640
S000260,U0022,2026-02,59.5,61.0,14.2,43.8,30.0,47.2,75,46.5,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000261,U0022,2026-03,73.3,48.1,18.3,43.8,42.0,47.2,75,49.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000262,U0022,2026-04,73.3,44.1,45.8,60.8,42.0,47.2,75,54.9,C,Profil moyen : à accompagner avant décision.,15000
S000263,U0022,2026-05,72.7,44.1,45.8,65.0,28.0,47.2,75,53.1,C,Profil moyen : à accompagner avant décision.,15000
S000264,U0022,2026-06,65.9,57.2,41.7,65.0,39.0,47.2,75,55.0,C,Profil moyen : à accompagner avant décision.,15000
S000265,U0023,2025-07,85.0,100,60.0,50.0,62.0,100,45,76.8,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000266,U0023,2025-08,98.5,100,100,90.0,67.0,100,45,90.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000267,U0023,2025-09,83.1,100,100,84.4,74.0,100,45,87.6,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,62048
S000268,U0023,2025-10,84.1,100,100,83.0,82.0,100,45,88.9,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,58308
S000269,U0023,2025-11,85.6,100,100,85.4,86.0,100,45,90.1,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,65989
S000270,U0023,2025-12,85.3,100,100,85.4,90.0,100,45,90.6,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,76777
S000271,U0023,2026-01,75.6,83.1,100,85.4,79.0,100,45,83.2,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,70870
S000272,U0023,2026-02,75.3,77.3,100,83.1,79.0,100,45,81.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,70330
S000273,U0023,2026-03,74.0,77.3,100,83.1,79.0,100,45,81.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,61209
S000274,U0023,2026-04,63.0,79.0,96.7,85.0,73.0,100,45,77.8,B,Profil fiable : éligible avec vérification complémentaire.,38115
S000275,U0023,2026-05,59.7,72.2,96.7,81.9,74.0,100,45,75.4,B,Profil fiable : éligible avec vérification complémentaire.,31752
S000276,U0023,2026-06,64.3,74.2,96.7,85.5,74.0,100,45,77.3,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000277,U0024,2025-07,85.0,69.3,0,47.5,64.0,77.8,100,62.2,C,Profil moyen : à accompagner avant décision.,20638
S000278,U0024,2025-08,82.1,77.0,0,47.5,66.0,77.8,100,63.4,C,Profil moyen : à accompagner avant décision.,15000
S000279,U0024,2025-09,86.2,84.6,0,50.0,72.0,77.8,100,67.1,B,Profil fiable : éligible avec vérification complémentaire.,30544
S000280,U0024,2025-10,86.0,66.2,50.0,63.1,78.0,77.8,100,73.0,B,Profil fiable : éligible avec vérification complémentaire.,38021
S000281,U0024,2025-11,83.0,59.7,68.3,70.8,86.0,77.8,100,75.7,B,Profil fiable : éligible avec vérification complémentaire.,49567
S000282,U0024,2025-12,79.9,63.7,68.3,70.8,92.0,77.8,100,76.6,B,Profil fiable : éligible avec vérification complémentaire.,43374
S000283,U0024,2026-01,80.7,72.9,86.7,76.2,95.0,77.8,100,82.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,64962
S000284,U0024,2026-02,85.2,62.3,89.3,75.0,100,77.8,100,82.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,84938
S000285,U0024,2026-03,84.1,58.9,100,78.8,97.0,77.8,100,83.0,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,82700
S000286,U0024,2026-04,84.5,75.1,100,80.0,98.0,77.8,100,86.6,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,86963
S000287,U0024,2026-05,71.5,86.0,100,76.9,81.0,77.8,100,82.7,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,64621
S000288,U0024,2026-06,65.2,87.9,96.7,76.9,66.0,77.8,100,78.8,B,Profil fiable : éligible avec vérification complémentaire.,44089
S000289,U0025,2025-07,85.0,0,0,27.5,64.0,100,75,47.4,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000290,U0025,2025-08,89.6,24.1,68.3,51.7,70.0,100,75,66.9,B,Profil fiable : éligible avec vérification complémentaire.,37630
S000291,U0025,2025-09,87.0,17.5,61.0,55.5,78.0,100,75,65.4,B,Profil fiable : éligible avec vérification complémentaire.,51537
S000292,U0025,2025-10,85.8,31.2,68.3,55.8,82.0,100,75,69.6,B,Profil fiable : éligible avec vérification complémentaire.,45834
S000293,U0025,2025-11,84.0,31.2,57.9,52.1,87.0,100,75,67.9,B,Profil fiable : éligible avec vérification complémentaire.,57807
S000294,U0025,2025-12,85.6,35.1,56.1,50.6,94.0,100,75,69.7,B,Profil fiable : éligible avec vérification complémentaire.,62677
S000295,U0025,2026-01,88.7,40.7,68.3,56.4,98.0,100,75,74.7,B,Profil fiable : éligible avec vérification complémentaire.,67823
S000296,U0025,2026-02,89.9,49.7,55.0,52.0,100,100,75,74.6,B,Profil fiable : éligible avec vérification complémentaire.,72622
S000297,U0025,2026-03,88.7,44.1,50.0,50.5,98.0,100,75,72.0,B,Profil fiable : éligible avec vérification complémentaire.,78817
S000298,U0025,2026-04,93.5,28.0,39.0,49.8,97.0,100,75,68.1,B,Profil fiable : éligible avec vérification complémentaire.,89997
S000299,U0025,2026-05,93.5,23.9,43.9,51.9,95.0,100,75,67.9,B,Profil fiable : éligible avec vérification complémentaire.,90060
S000300,U0025,2026-06,93.4,21.7,42.1,53.9,96.0,100,75,67.5,B,Profil fiable : éligible avec vérification complémentaire.,93635
S000301,U0026,2025-07,0,69.3,0.0,50.0,0,41.7,75,26.8,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000302,U0026,2025-08,0,60.8,0.0,50.0,0,41.7,75,25.1,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000303,U0026,2025-09,38.3,54.7,20.0,50.0,25.0,41.7,75,40.2,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000304,U0026,2025-10,55.5,42.2,92.5,65.0,40.0,41.7,75,56.6,C,Profil moyen : à accompagner avant décision.,26296
S000305,U0026,2025-11,48.5,52.7,90.0,65.0,34.0,41.7,75,55.7,C,Profil moyen : à accompagner avant décision.,21037
S000306,U0026,2025-12,57.2,56.6,37.5,46.2,48.0,41.7,75,51.0,C,Profil moyen : à accompagner avant décision.,28237
S000307,U0026,2026-01,57.2,52.8,37.5,46.2,49.0,41.7,75,50.4,C,Profil moyen : à accompagner avant décision.,28237
S000308,U0026,2026-02,57.2,62.2,37.5,46.2,61.0,41.7,75,54.1,C,Profil moyen : à accompagner avant décision.,28237
S000309,U0026,2026-03,44.8,64.6,33.3,46.2,46.0,41.7,75,48.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000310,U0026,2026-04,50.1,72.5,33.3,46.2,44.0,41.7,75,51.2,C,Profil moyen : à accompagner avant décision.,19305
S000311,U0026,2026-05,58.6,45.4,19.2,42.5,59.0,41.7,75,47.6,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000312,U0026,2026-06,59.6,45.4,48.5,51.0,56.0,41.7,75,52.7,C,Profil moyen : à accompagner avant décision.,20631
S000313,U0027,2025-07,85.0,49.7,68.3,56.7,68.0,33.3,75,64.4,C,Profil moyen : à accompagner avant décision.,15000
S000314,U0027,2025-08,83.4,21.2,89.3,67.9,70.0,33.3,75,62.9,C,Profil moyen : à accompagner avant décision.,31620
S000315,U0027,2025-09,86.6,28.5,80.6,60.8,72.0,33.3,75,63.4,C,Profil moyen : à accompagner avant décision.,31856
S000316,U0027,2025-10,69.1,24.3,74.3,60.8,74.0,33.3,75,57.5,C,Profil moyen : à accompagner avant décision.,23892
S000317,U0027,2025-11,74.6,21.2,78.0,62.5,77.0,33.3,75,59.5,C,Profil moyen : à accompagner avant décision.,26313
S000318,U0027,2025-12,65.3,29.8,74.7,62.5,67.0,33.3,75,56.9,C,Profil moyen : à accompagner avant décision.,21928
S000319,U0027,2026-01,59.5,33.6,76.8,65.0,50.0,33.3,75,54.2,C,Profil moyen : à accompagner avant décision.,19568
S000320,U0027,2026-02,51.7,56.7,51.7,50.0,50.0,33.3,75,51.6,C,Profil moyen : à accompagner avant décision.,15000
S000321,U0027,2026-03,26.7,58.2,84.2,77.5,50.0,33.3,75,53.3,C,Profil moyen : à accompagner avant décision.,15000
S000322,U0027,2026-04,52.1,69.1,33.3,57.5,53.0,33.3,75,52.6,C,Profil moyen : à accompagner avant décision.,15000
S000323,U0027,2026-05,53.1,71.7,33.3,50.6,57.0,33.3,75,53.3,C,Profil moyen : à accompagner avant décision.,15000
S000324,U0027,2026-06,57.7,61.4,37.5,50.6,58.0,33.3,75,53.2,C,Profil moyen : à accompagner avant décision.,16553
S000325,U0028,2025-07,85.0,54.2,100,77.5,62.0,47.2,100,73.9,B,Profil fiable : éligible avec vérification complémentaire.,109043
S000326,U0028,2025-08,84.8,54.4,100,76.2,64.0,47.2,100,74.0,B,Profil fiable : éligible avec vérification complémentaire.,72406
S000327,U0028,2025-09,61.5,69.6,96.7,76.2,44.0,47.2,100,67.7,B,Profil fiable : éligible avec vérification complémentaire.,48271
S000328,U0028,2025-10,64.1,79.7,98.8,73.3,52.0,47.2,100,71.6,B,Profil fiable : éligible avec vérification complémentaire.,43828
S000329,U0028,2025-11,53.6,81.7,95.0,73.3,57.0,47.2,100,69.6,B,Profil fiable : éligible avec vérification complémentaire.,35062
S000330,U0028,2025-12,54.8,84.8,80.7,69.5,65.0,47.2,100,69.2,B,Profil fiable : éligible avec vérification complémentaire.,32427
S000331,U0028,2026-01,57.7,91.7,72.5,67.5,53.0,47.2,100,68.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000332,U0028,2026-02,46.5,100,61.7,65.0,42.0,47.2,100,63.4,C,Profil moyen : à accompagner avant décision.,15000
S000333,U0028,2026-03,46.5,82.7,61.7,65.0,42.0,47.2,100,59.9,C,Profil moyen : à accompagner avant décision.,15000
S000334,U0028,2026-04,26.7,64.3,44.2,63.7,30.0,47.2,100,46.7,D,Profil fragile ou données insuffisantes : accompagnement recommandé.,0
S000335,U0028,2026-05,37.1,55.7,61.7,66.7,36.0,47.2,100,51.5,C,Profil moyen : à accompagner avant décision.,15000
S000336,U0028,2026-06,52.8,43.3,88.3,80.0,36.0,47.2,100,58.2,C,Profil moyen : à accompagner avant décision.,15000
S000337,U0029,2025-07,85.0,54.5,65.0,80.0,63.0,100,75,73.1,B,Profil fiable : éligible avec vérification complémentaire.,67234
S000338,U0029,2025-08,97.7,49.7,85.0,83.1,71.0,100,75,79.8,B,Profil fiable : éligible avec vérification complémentaire.,62507
S000339,U0029,2025-09,84.8,59.8,85.0,83.1,52.0,100,75,75.8,B,Profil fiable : éligible avec vérification complémentaire.,46181
S000340,U0029,2025-10,86.7,66.5,89.0,83.0,61.0,100,75,79.5,B,Profil fiable : éligible avec vérification complémentaire.,52887
S000341,U0029,2025-11,85.1,56.0,91.7,80.8,70.0,100,75,78.5,B,Profil fiable : éligible avec vérification complémentaire.,47437
S000342,U0029,2025-12,86.1,55.7,77.9,75.0,74.0,100,75,76.7,B,Profil fiable : éligible avec vérification complémentaire.,52605
S000343,U0029,2026-01,72.8,64.0,78.8,73.0,61.0,100,75,73.0,B,Profil fiable : éligible avec vérification complémentaire.,41399
S000344,U0029,2026-02,71.4,74.0,64.2,64.2,43.0,100,75,68.9,B,Profil fiable : éligible avec vérification complémentaire.,38070
S000345,U0029,2026-03,73.9,68.7,73.3,63.1,58.0,100,75,72.0,B,Profil fiable : éligible avec vérification complémentaire.,40024
S000346,U0029,2026-04,71.9,59.9,45.8,50.0,62.0,100,75,64.9,C,Profil moyen : à accompagner avant décision.,15201
S000347,U0029,2026-05,60.4,65.1,23.3,43.3,46.0,100,75,56.6,C,Profil moyen : à accompagner avant décision.,15000
S000348,U0029,2026-06,58.1,70.2,37.5,45.0,34.0,100,75,57.6,C,Profil moyen : à accompagner avant décision.,15000
S000349,U0030,2025-07,85.0,100,100,55.0,67.0,86.1,100,85.4,A,Profil très fiable : priorité pour offre pilote ou micro-crédit encadré.,50000
S000350,U0030,2025-08,50.0,70.5,92.5,55.0,37.0,86.1,100,65.1,B,Profil fiable : éligible avec vérification complémentaire.,30000
S000351,U0030,2025-09,56.6,85.2,56.7,67.5,53.0,86.1,100,68.0,B,Profil fiable : éligible avec vérification complémentaire.,41295
