id_mission,id_utilisateur,type_mission,date_debut,date_fin,montant_mission,statut_mission,note_client
M000362,U0034,Développement,2026-02-05,2026-02-11,145000,Terminée,4.3
M000363,U0034,Maintenance,2026-04-13,2026-04-16,161000,Terminée,4.4
M000364,U0034,Développement,2026-06-08,2026-06-14,115000,Terminée,4.0
M000365,U0035,Rédaction,2025-10-13,2025-10-21,48000,Terminée,4.8
M000366,U0035,Vente,2025-10-14,2025-10-22,177000,En cours,2.9
M000367,U0035,Prestation,2025-10-14,2025-10-17,12000,Terminée,4.7
M000368,U0035,Formation,2026-02-08,2026-02-11,113000,Terminée,2.9
M000369,U0035,Design,2026-02-19,2026-02-25,78000,Annulée,2.7
M000370,U0035,Prestation,2026-03-10,2026-03-14,112000,Terminée,4.4
M000371,U0035,Maintenance,2026-05-17,2026-05-25,75000,Terminée,3.2
M000372,U0035,Formation,2026-06-01,2026-06-03,70000,Annulée,1.7
M000373,U0036,Prestation,2025-07-17,2025-07-19,100000,Terminée,4.6
M000374,U0036,Design,2025-08-18,2025-08-19,145000,Terminée,4.2
M000375,U0036,Développement,2025-09-03,2025-09-09,163000,Terminée,4.3
M000376,U0036,Développement,2025-11-11,2025-11-18,58000,Terminée,4.6
M000377,U0036,Développement,2025-12-06,2025-12-08,128000,En cours,4.7
M000378,U0036,Formation,2026-01-10,2026-01-14,97000,Terminée,4.0
M000379,U0036,Rédaction,2026-02-18,2026-02-22,171000,Terminée,3.1
M000380,U0036,Prestation,2026-03-09,2026-03-10,159000,Terminée,4.8
M000381,U0036,Design,2026-04-08,2026-04-15,64000,Terminée,4.3
M000382,U0037,Design,2025-07-04,2025-07-12,164000,Terminée,5
M000383,U0037,Rédaction,2025-07-16,2025-07-24,156000,Terminée,4.5
M000384,U0037,Maintenance,2025-07-15,2025-07-16,82000,Terminée,4.1
M000385,U0037,Rédaction,2025-07-09,2025-07-12,177000,Terminée,4.9
M000386,U0037,Rédaction,2025-11-08,2025-11-09,77000,Terminée,4.6
M000387,U0037,Vente,2025-11-02,2025-11-09,170000,Annulée,3.5
M000388,U0037,Formation,2026-03-06,2026-03-10,72000,Terminée,5
M000389,U0038,Livraison,2025-07-16,2025-07-24,171000,Terminée,5
M000390,U0038,Design,2025-07-12,2025-07-19,57000,Terminée,4.8
M000391,U0038,Rédaction,2025-07-01,2025-07-05,43000,Terminée,4.0
M000392,U0038,Développement,2025-08-09,2025-08-11,170000,Terminée,4.3
M000393,U0038,Prestation,2025-08-06,2025-08-09,47000,Terminée,4.6
M000394,U0038,Formation,2025-08-11,2025-08-13,128000,Terminée,4.1
M000395,U0038,Développement,2025-09-06,2025-09-11,129000,Terminée,3.0
M000396,U0038,Développement,2025-09-14,2025-09-16,112000,Terminée,3.5
M000397,U0038,Développement,2025-10-20,2025-10-25,83000,Terminée,4.2
M000398,U0038,Développement,2025-11-18,2025-11-19,97000,Terminée,4.0
M000399,U0038,Formation,2026-03-10,2026-03-11,139000,Terminée,4.6
M000400,U0038,Développement,2026-04-18,2026-04-24,101000,Terminée,4.5
M000401,U0038,Maintenance,2026-04-05,2026-04-06,105000,Terminée,4.9
M000402,U0038,Design,2026-04-02,2026-04-09,138000,Terminée,3.9
M000403,U0038,Rédaction,2026-05-11,2026-05-16,44000,Terminée,4.2
M000404,U0038,Développement,2026-05-10,2026-05-12,130000,Terminée,4.5
M000405,U0039,Développement,2025-07-03,2025-07-06,166000,Terminée,4.6
M000406,U0039,Rédaction,2025-07-10,2025-07-13,114000,Terminée,4.8
M000407,U0039,Formation,2025-09-06,2025-09-11,97000,Terminée,4.4
M000408,U0039,Prestation,2025-09-02,2025-09-04,145000,Terminée,4.4
M000409,U0039,Maintenance,2026-02-12,2026-02-13,89000,Terminée,4.0
M000410,U0039,Prestation,2026-02-10,2026-02-11,126000,Terminée,4.2
M000411,U0039,Prestation,2026-02-20,2026-02-24,69000,Terminée,4.7
M000412,U0039,Prestation,2026-03-03,2026-03-10,79000,Terminée,3.7
M000413,U0039,Développement,2026-03-10,2026-03-18,59000,Terminée,4.2
M000414,U0039,Livraison,2026-06-09,2026-06-12,111000,Terminée,4.5
M000415,U0039,Prestation,2026-06-18,2026-06-22,75000,Terminée,4.3
M000416,U0039,Développement,2026-06-14,2026-06-16,89000,Terminée,4.7
M000417,U0040,Livraison,2025-07-09,2025-07-10,179000,En cours,3.9
M000418,U0040,Formation,2025-08-08,2025-08-12,147000,Terminée,4.3
M000419,U0040,Formation,2025-08-08,2025-08-14,69000,Terminée,4.4
M000420,U0040,Vente,2025-09-05,2025-09-08,52000,Annulée,2.5
M000421,U0040,Livraison,2025-09-20,2025-09-25,77000,Annulée,2.2
M000422,U0040,Développement,2025-09-06,2025-09-09,103000,Terminée,3.5
M000423,U0040,Maintenance,2025-09-07,2025-09-13,23000,Annulée,2.0
M000424,U0040,Vente,2025-12-19,2025-12-23,123000,Annulée,2.7
M000425,U0040,Design,2026-01-17,2026-01-23,58000,Terminée,4.7
M000426,U0040,Vente,2026-03-11,2026-03-15,23000,Terminée,3.5
M000427,U0040,Développement,2026-03-12,2026-03-18,39000,Terminée,3.7
M000428,U0040,Prestation,2026-04-08,2026-04-13,117000,Terminée,3.5
M000429,U0040,Développement,2026-04-05,2026-04-09,23000,Terminée,4.0
M000430,U0040,Livraison,2026-05-07,2026-05-15,97000,En cours,4.5
M000431,U0041,Développement,2025-07-08,2025-07-14,22000,Terminée,3.2
M000432,U0041,Design,2025-08-07,2025-08-12,45000,Terminée,3.1
M000433,U0041,Prestation,2025-10-19,2025-10-26,60000,Annulée,3.0
M000434,U0041,Design,2025-10-18,2025-10-22,63000,Annulée,2.1
M000435,U0041,Développement,2025-11-05,2025-11-10,41000,Terminée,3.5
M000436,U0041,Prestation,2025-12-01,2025-12-03,163000,Terminée,3.3
M000437,U0041,Design,2025-12-13,2025-12-18,90000,Annulée,3.2
M000438,U0041,Design,2025-12-02,2025-12-09,57000,Annulée,2.5
M000439,U0041,Formation,2025-12-15,2025-12-23,74000,Annulée,2.5
M000440,U0041,Développement,2026-01-09,2026-01-13,149000,Annulée,2.6
M000441,U0041,Rédaction,2026-02-07,2026-02-11,137000,En cours,4.1
M000442,U0041,Livraison,2026-02-17,2026-02-23,176000,Terminée,3.2
M000443,U0041,Rédaction,2026-02-06,2026-02-13,129000,Terminée,3.2
M000444,U0041,Vente,2026-06-15,2026-06-20,123000,En cours,4.3
M000445,U0041,Design,2026-06-04,2026-06-12,52000,En cours,3.8
M000446,U0042,Vente,2025-08-18,2025-08-22,92000,Terminée,4.5
M000447,U0042,Prestation,2025-08-11,2025-08-17,67000,Terminée,2.9
M000448,U0042,Design,2025-08-01,2025-08-05,113000,Terminée,4.0
M000449,U0042,Livraison,2025-11-02,2025-11-08,136000,Terminée,4.1
M000450,U0042,Design,2025-11-18,2025-11-22,99000,Terminée,3.8
M000451,U0042,Prestation,2025-12-11,2025-12-13,80000,Annulée,1.9
M000452,U0042,Formation,2026-03-07,2026-03-14,28000,Annulée,3.4
M000453,U0042,Rédaction,2026-04-14,2026-04-15,100000,Annulée,2.1
M000454,U0042,Livraison,2026-04-13,2026-04-18,77000,Terminée,3.4
M000455,U0042,Formation,2026-06-04,2026-06-12,80000,Annulée,1.5
M000456,U0043,Maintenance,2025-07-09,2025-07-12,20000,Annulée,1.6
M000457,U0043,Vente,2025-08-06,2025-08-13,36000,Terminée,4.2
M000458,U0043,Design,2025-09-01,2025-09-09,67000,Terminée,4.0
M000459,U0043,Livraison,2025-09-07,2025-09-08,128000,Terminée,4.4
M000460,U0043,Rédaction,2025-09-19,2025-09-20,144000,Terminée,4.3
M000461,U0043,Vente,2025-10-10,2025-10-15,45000,Terminée,4.5
M000462,U0043,Design,2025-10-05,2025-10-11,57000,Terminée,4.6
M000463,U0043,Prestation,2025-10-03,2025-10-06,14000,Terminée,3.8
M000464,U0043,Formation,2025-10-06,2025-10-13,172000,Terminée,4.9
M000465,U0043,Vente,2025-11-15,2025-11-17,158000,Terminée,4.5
M000466,U0043,Livraison,2025-12-13,2025-12-16,72000,Terminée,4.2
M000467,U0043,Formation,2025-12-07,2025-12-15,163000,Terminée,4.7
M000468,U0043,Design,2026-02-04,2026-02-05,154000,Terminée,3.9
M000469,U0043,Design,2026-03-10,2026-03-17,40000,Annulée,1.6
M000470,U0043,Vente,2026-04-10,2026-04-18,49000,Terminée,3.4
M000471,U0044,Vente,2025-09-04,2025-09-12,154000,Terminée,5
M000472,U0044,Design,2025-09-03,2025-09-05,82000,Terminée,4.8
M000473,U0044,Formation,2025-09-04,2025-09-08,38000,Terminée,4.4
M000474,U0044,Formation,2025-09-04,2025-09-12,155000,Terminée,4.5
M000475,U0044,Formation,2025-10-04,2025-10-08,137000,Terminée,4.2
M000476,U0044,Maintenance,2026-01-16,2026-01-20,155000,Terminée,4.4
M000477,U0044,Livraison,2026-01-05,2026-01-07,128000,Terminée,3.4
M000478,U0044,Maintenance,2026-01-04,2026-01-07,71000,Terminée,4.5
M000479,U0044,Livraison,2026-01-11,2026-01-17,78000,Terminée,3.9
M000480,U0044,Développement,2026-04-07,2026-04-14,142000,Terminée,4.1
M000481,U0044,Formation,2026-06-14,2026-06-16,139000,Terminée,4.1
M000482,U0045,Design,2025-07-07,2025-07-09,115000,Annulée,2.4
M000483,U0045,Formation,2025-08-09,2025-08-15,16000,Terminée,4.8
M000484,U0045,Design,2025-09-08,2025-09-15,162000,Terminée,3.9
M000485,U0045,Prestation,2025-09-07,2025-09-11,74000,Terminée,4.4
M000486,U0045,Maintenance,2026-01-03,2026-01-10,54000,Terminée,4.7
M000487,U0045,Développement,2026-01-06,2026-01-12,12000,Annulée,2.6
M000488,U0045,Maintenance,2026-01-13,2026-01-16,89000,Terminée,3.6
M000489,U0045,Livraison,2026-04-14,2026-04-19,46000,Annulée,2.9
M000490,U0045,Prestation,2026-05-18,2026-05-22,127000,Terminée,3.8
M000491,U0045,Prestation,2026-05-03,2026-05-11,54000,Terminée,3.5
M000492,U0045,Vente,2026-05-17,2026-05-24,160000,Terminée,4.6
M000493,U0046,Livraison,2025-08-12,2025-08-17,33000,Terminée,4.3
M000494,U0046,Rédaction,2025-09-11,2025-09-15,142000,En cours,3.3
M000495,U0046,Design,2025-09-13,2025-09-21,64000,Terminée,4.2
M000496,U0046,Vente,2025-10-06,2025-10-07,28000,Terminée,4.6
M000497,U0046,Vente,2025-11-03,2025-11-07,96000,Terminée,4.6
M000498,U0046,Design,2025-11-04,2025-11-09,104000,Annulée,2.7
M000499,U0046,Design,2026-02-01,2026-02-09,49000,Terminée,3.9
M000500,U0046,Maintenance,2026-02-19,2026-02-22,178000,Terminée,3.8
M000501,U0046,Maintenance,2026-03-07,2026-03-14,166000,Terminée,3.8
M000502,U0046,Rédaction,2026-05-09,2026-05-12,41000,Terminée,3.9
M000503,U0046,Développement,2026-06-19,2026-06-23,66000,Terminée,3.5
M000504,U0046,Formation,2026-06-13,2026-06-21,140000,Terminée,4.4
M000505,U0047,Rédaction,2025-08-10,2025-08-13,46000,Terminée,4.8
M000506,U0047,Maintenance,2025-10-08,2025-10-10,61000,Terminée,3.2
M000507,U0047,Livraison,2025-10-01,2025-10-02,140000,Terminée,3.3
M000508,U0047,Design,2025-11-09,2025-11-17,123000,Terminée,3.9
M000509,U0047,Développement,2025-11-08,2025-11-14,27000,Annulée,3.3
M000510,U0047,Développement,2025-12-06,2025-12-08,151000,Terminée,3.3
M000511,U0047,Vente,2025-12-19,2025-12-26,113000,Annulée,3.0
M000512,U0047,Design,2026-04-13,2026-04-17,21000,Terminée,3.9
M000513,U0047,Prestation,2026-05-09,2026-05-12,21000,Terminée,4.7
M000514,U0047,Prestation,2026-05-10,2026-05-16,69000,Terminée,3.9
M000515,U0047,Design,2026-06-03,2026-06-09,62000,En cours,3.9
M000516,U0047,Livraison,2026-06-15,2026-06-19,176000,Annulée,2.3
M000517,U0048,Vente,2025-07-16,2025-07-24,33000,Terminée,3.9
M000518,U0048,Livraison,2025-07-19,2025-07-22,53000,Terminée,3.9
M000519,U0048,Maintenance,2025-07-14,2025-07-22,73000,Terminée,4.0
M000520,U0048,Prestation,2025-08-16,2025-08-18,169000,Terminée,3.7
M000521,U0048,Livraison,2025-09-14,2025-09-15,114000,Terminée,3.7
M000522,U0048,Prestation,2025-10-20,2025-10-22,78000,Terminée,4.4
M000523,U0048,Rédaction,2025-10-02,2025-10-08,92000,Terminée,3.8
M000524,U0048,Prestation,2025-11-19,2025-11-25,115000,Terminée,4.6
M000525,U0048,Prestation,2025-11-13,2025-11-14,95000,Terminée,3.7
M000526,U0048,Maintenance,2025-12-09,2025-12-15,38000,Terminée,3.3
M000527,U0048,Maintenance,2026-01-02,2026-01-06,18000,Annulée,3.1
M000528,U0048,Design,2026-02-11,2026-02-12,47000,En cours,3.6
M000529,U0048,Prestation,2026-02-09,2026-02-12,22000,Annulée,3.4
M000530,U0048,Maintenance,2026-03-17,2026-03-24,145000,Annulée,2.1
M000531,U0048,Rédaction,2026-03-06,2026-03-10,180000,Annulée,1.8
M000532,U0048,Rédaction,2026-03-01,2026-03-07,154000,Terminée,4.0
M000533,U0048,Formation,2026-04-02,2026-04-07,132000,Annulée,2.7
M000534,U0048,Prestation,2026-04-03,2026-04-11,120000,Terminée,3.7
M000535,U0048,Design,2026-05-16,2026-05-23,31000,Terminée,4.5
M000536,U0048,Vente,2026-06-07,2026-06-13,103000,En cours,4.4
M000537,U0048,Vente,2026-06-04,2026-06-07,67000,Terminée,3.9
M000538,U0049,Prestation,2026-02-08,2026-02-12,18000,Annulée,2.3
M000539,U0049,Maintenance,2026-02-01,2026-02-08,59000,Terminée,4.2
M000540,U0049,Rédaction,2026-04-20,2026-04-26,103000,En cours,3.5
M000541,U0049,Développement,2026-04-06,2026-04-14,125000,Terminée,4.4
M000542,U0050,Livraison,2025-07-10,2025-07-14,163000,Terminée,3.4
M000543,U0050,Livraison,2025-07-03,2025-07-08,70000,Terminée,3.7
M000544,U0050,Livraison,2025-07-01,2025-07-09,154000,Terminée,3.9
M000545,U0050,Formation,2025-07-04,2025-07-05,171000,En cours,3.7
M000546,U0050,Livraison,2025-09-07,2025-09-12,150000,Terminée,3.6
M000547,U0050,Vente,2025-09-19,2025-09-21,60000,Terminée,4.1
M000548,U0050,Rédaction,2025-09-04,2025-09-08,52000,Terminée,4.2
M000549,U0050,Vente,2026-02-11,2026-02-16,66000,Annulée,2.1
M000550,U0050,Maintenance,2026-02-17,2026-02-24,75000,En cours,4.7
M000551,U0051,Prestation,2025-08-03,2025-08-04,29000,Annulée,2.5
M000552,U0051,Formation,2025-10-19,2025-10-21,137000,Annulée,3.4
M000553,U0051,Rédaction,2026-01-18,2026-01-23,100000,Terminée,3.8
M000554,U0051,Design,2026-03-09,2026-03-16,12000,En cours,3.5
M000555,U0051,Livraison,2026-04-08,2026-04-14,37000,Annulée,3.4
M000556,U0051,Vente,2026-06-01,2026-06-08,68000,Annulée,2.5
M000557,U0051,Design,2026-06-08,2026-06-16,156000,Annulée,1.7
M000558,U0052,Rédaction,2025-07-01,2025-07-08,27000,Terminée,4.2
M000559,U0052,Rédaction,2025-07-11,2025-07-18,131000,Terminée,4.0
M000560,U0052,Prestation,2025-08-06,2025-08-10,89000,Terminée,4.5
M000561,U0052,Design,2025-08-09,2025-08-11,129000,Terminée,4.1
M000562,U0052,Livraison,2025-09-15,2025-09-18,36000,Terminée,5
M000563,U0052,Livraison,2025-10-19,2025-10-23,179000,Terminée,4.1
M000564,U0052,Formation,2025-10-03,2025-10-04,11000,Terminée,4.6
M000565,U0052,Maintenance,2025-12-07,2025-12-09,31000,Terminée,4.8
M000566,U0052,Rédaction,2025-12-14,2025-12-20,25000,Terminée,4.3
M000567,U0052,Formation,2025-12-14,2025-12-16,43000,Terminée,3.8
M000568,U0052,Maintenance,2025-12-16,2025-12-17,117000,Terminée,4.1
M000569,U0052,Formation,2026-02-14,2026-02-20,159000,Terminée,5
M000570,U0052,Développement,2026-02-02,2026-02-04,36000,Terminée,4.3
M000571,U0052,Design,2026-02-13,2026-02-19,53000,Terminée,4.1
M000572,U0052,Rédaction,2026-03-16,2026-03-19,167000,En cours,4.5
M000573,U0052,Maintenance,2026-03-01,2026-03-09,163000,Terminée,4.3
M000574,U0052,Rédaction,2026-04-07,2026-04-08,40000,Terminée,5
M000575,U0052,Développement,2026-04-05,2026-04-06,23000,Terminée,4.2
M000576,U0052,Prestation,2026-04-05,2026-04-12,76000,Terminée,3.8
M000577,U0053,Vente,2025-07-16,2025-07-18,124000,Terminée,3.1
M000578,U0053,Formation,2025-08-11,2025-08-12,27000,Annulée,2.6
M000579,U0053,Design,2025-09-15,2025-09-19,156000,Annulée,3.2
M000580,U0053,Formation,2025-10-04,2025-10-11,106000,Annulée,2.4
M000581,U0053,Rédaction,2025-10-13,2025-10-21,117000,Terminée,4.5
M000582,U0053,Rédaction,2025-10-17,2025-10-21,61000,Terminée,3.7
M000583,U0053,Vente,2025-11-12,2025-11-20,33000,En cours,3.8
M000584,U0053,Livraison,2025-11-10,2025-11-17,134000,En cours,3.9
M000585,U0053,Livraison,2026-02-02,2026-02-08,154000,Annulée,2.8
M000586,U0053,Vente,2026-02-01,2026-02-08,140000,Annulée,2.7
M000587,U0053,Prestation,2026-02-05,2026-02-07,156000,En cours,3.4
M000588,U0053,Livraison,2026-02-10,2026-02-13,121000,En cours,3.3
M000589,U0053,Maintenance,2026-03-19,2026-03-21,46000,Terminée,3.8
M000590,U0053,Formation,2026-03-16,2026-03-24,50000,Terminée,4.6
M000591,U0053,Vente,2026-06-14,2026-06-18,41000,Annulée,1.5
M000592,U0054,Prestation,2025-07-11,2025-07-13,84000,Terminée,4.0
M000593,U0054,Rédaction,2025-08-20,2025-08-26,150000,Terminée,4.8
M000594,U0054,Livraison,2025-10-10,2025-10-14,100000,Terminée,4.2
M000595,U0054,Livraison,2025-10-05,2025-10-13,166000,Terminée,3.9
M000596,U0054,Vente,2025-10-08,2025-10-16,173000,En cours,3.5
M000597,U0054,Maintenance,2025-10-07,2025-10-09,36000,Terminée,4.2
M000598,U0054,Design,2026-01-19,2026-01-20,121000,Terminée,4.5
M000599,U0054,Design,2026-02-10,2026-02-16,34000,Terminée,4.0
M000600,U0054,Maintenance,2026-02-20,2026-02-24,115000,Terminée,4.0
M000601,U0054,Design,2026-02-05,2026-02-08,72000,Terminée,4.1
M000602,U0054,Design,2026-04-15,2026-04-20,101000,En cours,4.6
M000603,U0054,Développement,2026-05-03,2026-05-04,92000,Terminée,4.1
M000604,U0055,Rédaction,2025-07-05,2025-07-12,73000,Terminée,4.4
M000605,U0055,Rédaction,2025-07-04,2025-07-07,115000,Annulée,2.3
M000606,U0055,Rédaction,2025-08-19,2025-08-27,16000,Terminée,3.2
M000607,U0055,Formation,2025-10-11,2025-10-19,148000,Terminée,3.7
M000608,U0055,Prestation,2025-10-19,2025-10-27,85000,Terminée,3.4
M000609,U0055,Développement,2025-11-02,2025-11-04,64000,Terminée,4.1
M000610,U0055,Livraison,2026-01-05,2026-01-13,83000,Annulée,1.9
M000611,U0055,Développement,2026-01-05,2026-01-11,100000,Terminée,4.0
M000612,U0055,Formation,2026-02-05,2026-02-10,18000,Terminée,3.8
M000613,U0055,Design,2026-03-06,2026-03-11,74000,Annulée,3.0
M000614,U0055,Maintenance,2026-04-10,2026-04-13,89000,Annulée,3.5
M000615,U0055,Vente,2026-05-09,2026-05-16,60000,Terminée,3.8
M000616,U0056,Prestation,2025-07-10,2025-07-17,109000,Terminée,5
M000617,U0056,Développement,2025-09-18,2025-09-25,29000,Terminée,4.4
M000618,U0056,Maintenance,2025-09-15,2025-09-17,89000,Terminée,4.0
M000619,U0056,Développement,2025-09-11,2025-09-12,73000,Terminée,5
M000620,U0056,Développement,2025-10-02,2025-10-06,121000,Terminée,3.3
M000621,U0056,Design,2025-12-08,2025-12-16,112000,Terminée,4.2
M000622,U0056,Prestation,2025-12-05,2025-12-06,136000,Terminée,4.4
M000623,U0056,Maintenance,2025-12-03,2025-12-08,166000,Terminée,4.6
M000624,U0056,Design,2026-01-01,2026-01-02,78000,Terminée,4.7
M000625,U0056,Maintenance,2026-03-06,2026-03-11,129000,Terminée,4.5
M000626,U0057,Livraison,2026-04-05,2026-04-11,33000,Terminée,4.5
M000627,U0057,Maintenance,2026-05-14,2026-05-17,68000,Terminée,3.7
M000628,U0057,Formation,2026-05-13,2026-05-19,122000,Terminée,4.3
M000629,U0058,Maintenance,2025-12-11,2025-12-13,104000,Annulée,2.4
M000630,U0058,Livraison,2025-12-20,2025-12-27,126000,Terminée,3.0
M000631,U0058,Vente,2026-01-10,2026-01-13,136000,Terminée,4.4
M000632,U0058,Design,2026-01-19,2026-01-24,124000,En cours,4.1
M000633,U0058,Rédaction,2026-06-12,2026-06-19,94000,Terminée,4.0
M000634,U0059,Design,2025-07-16,2025-07-23,73000,Terminée,4.7
M000635,U0059,Formation,2025-07-15,2025-07-17,23000,Terminée,4.6
M000636,U0059,Livraison,2025-07-04,2025-07-10,179000,Terminée,4.1
M000637,U0059,Design,2025-09-07,2025-09-14,36000,Terminée,4.5
M000638,U0059,Design,2025-11-03,2025-11-08,60000,Terminée,3.6
M000639,U0059,Rédaction,2025-12-08,2025-12-16,165000,Terminée,4.6
M000640,U0059,Livraison,2025-12-05,2025-12-12,123000,Terminée,5
M000641,U0059,Développement,2025-12-07,2025-12-10,30000,Terminée,4.9
M000642,U0059,Développement,2025-12-11,2025-12-14,109000,Terminée,4.8
M000643,U0059,Formation,2026-02-16,2026-02-17,160000,Terminée,4.8
M000644,U0059,Rédaction,2026-02-16,2026-02-23,38000,Terminée,4.5
M000645,U0059,Développement,2026-02-20,2026-02-26,11000,Terminée,4.9
M000646,U0059,Rédaction,2026-04-01,2026-04-04,56000,Terminée,3.5
M000647,U0059,Design,2026-04-18,2026-04-26,106000,Terminée,4.0
M000648,U0059,Design,2026-04-05,2026-04-09,62000,Terminée,4.2
M000649,U0059,Prestation,2026-04-07,2026-04-09,11000,Terminée,4.7
M000650,U0059,Design,2026-05-19,2026-05-24,29000,Terminée,5
M000651,U0059,Vente,2026-06-03,2026-06-11,72000,Terminée,4.1
M000652,U0059,Vente,2026-06-06,2026-06-11,162000,Terminée,4.4
M000653,U0060,Formation,2025-07-13,2025-07-18,128000,Terminée,3.4
M000654,U0060,Maintenance,2025-07-14,2025-07-20,131000,Terminée,3.7
M000655,U0060,Formation,2025-09-18,2025-09-25,95000,Terminée,3.9
M000656,U0060,Formation,2025-11-06,2025-11-14,63000,En cours,4.0
M000657,U0060,Développement,2025-11-10,2025-11-16,117000,Terminée,3.8
M000658,U0060,Design,2026-01-14,2026-01-15,33000,En cours,3.5
M000659,U0060,Maintenance,2026-03-18,2026-03-24,95000,En cours,5
M000660,U0060,Livraison,2026-03-14,2026-03-18,168000,Terminée,4.7
M000661,U0060,Design,2026-03-15,2026-03-21,130000,Terminée,4.4
M000662,U0060,Développement,2026-06-05,2026-06-11,79000,Terminée,4.4
M000663,U0060,Vente,2026-06-02,2026-06-04,80000,Annulée,2.8
M000664,U0060,Design,2026-06-04,2026-06-10,49000,Terminée,4.0
M000665,U0061,Développement,2025-08-10,2025-08-18,72000,Terminée,5.0
M000666,U0061,Vente,2025-09-19,2025-09-22,101000,Terminée,4.3
